Attention,Meditation,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MidGamma,Label
21,56,71486,33514,9342,8074,2132,2342,1238,33506,left
21,56,71486,33514,9342,8074,2132,2342,1238,33506,left
21,56,71486,33514,9342,8074,2132,2342,1238,33506,left
21,56,71486,33514,9342,8074,2132,2342,1238,33506,left
21,56,71486,33514,9342,8074,2132,2342,1238,33506,left
21,56,71486,33514,9342,8074,2132,2342,1238,33506,left
21,56,71486,33514,9342,8074,2132,2342,1238,33506,left
21,56,71486,33514,9342,8074,2132,2342,1238,33506,left
21,56,71486,33514,9342,8074,2132,2342,1238,33506,left
21,56,71486,33514,9342,8074,2132,2342,1238,33506,left
21,56,71486,33514,9342,8074,2132,2342,1238,33506,left
21,56,71486,33514,9342,8074,2132,2342,1238,33506,left
21,56,71486,33514,9342,8074,2132,2342,1238,33506,left
21,56,71486,33514,9342,8074,2132,2342,1238,33506,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
26,54,1032717,749204,170372,33238,34090,33058,26140,556899,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
20,69,317545,38123,10830,2155,2270,756,496,24563,left
29,67,914013,106732,40455,7632,10062,14223,3156,105997,left
29,67,914013,106732,40455,7632,10062,14223,3156,105997,left
29,67,914013,106732,40455,7632,10062,14223,3156,105997,left
29,67,914013,106732,40455,7632,10062,14223,3156,105997,left
29,67,914013,106732,40455,7632,10062,14223,3156,105997,left
29,67,914013,106732,40455,7632,10062,14223,3156,105997,left
29,67,914013,106732,40455,7632,10062,14223,3156,105997,left
29,67,914013,106732,40455,7632,10062,14223,3156,105997,left
29,67,914013,106732,40455,7632,10062,14223,3156,105997,left
29,67,914013,106732,40455,7632,10062,14223,3156,105997,left
29,67,914013,106732,40455,7632,10062,14223,3156,105997,left
29,67,914013,106732,40455,7632,10062,14223,3156,105997,left
29,67,914013,106732,40455,7632,10062,14223,3156,105997,left
29,67,914013,106732,40455,7632,10062,14223,3156,105997,left
29,67,914013,106732,40455,7632,10062,14223,3156,105997,left
29,67,914013,106732,40455,7632,10062,14223,3156,105997,left
29,67,914013,106732,40455,7632,10062,14223,3156,105997,left
29,67,914013,106732,40455,7632,10062,14223,3156,105997,left
29,67,914013,106732,40455,7632,10062,14223,3156,105997,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
43,56,831688,232527,33386,15360,43536,50483,11116,531640,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
51,54,2345196,576287,108902,33553,54488,60292,9384,446227,left
63,57,2311562,243003,64490,64561,37499,15508,23441,548156,left
63,57,2311562,243003,64490,64561,37499,15508,23441,548156,left
63,57,2311562,243003,64490,64561,37499,15508,23441,548156,left
63,57,2311562,243003,64490,64561,37499,15508,23441,548156,left
63,57,2311562,243003,64490,64561,37499,15508,23441,548156,left
63,57,2311562,243003,64490,64561,37499,15508,23441,548156,left
63,57,2311562,243003,64490,64561,37499,15508,23441,548156,left
63,57,2311562,243003,64490,64561,37499,15508,23441,548156,left
63,57,2311562,243003,64490,64561,37499,15508,23441,548156,left
63,57,2311562,243003,64490,64561,37499,15508,23441,548156,left
63,57,2311562,243003,64490,64561,37499,15508,23441,548156,left
63,57,2311562,243003,64490,64561,37499,15508,23441,548156,left
63,57,2311562,243003,64490,64561,37499,15508,23441,548156,left
63,57,2311562,243003,64490,64561,37499,15508,23441,548156,left
63,57,2311562,243003,64490,64561,37499,15508,23441,548156,left
63,57,2311562,243003,64490,64561,37499,15508,23441,548156,left
63,57,2311562,243003,64490,64561,37499,15508,23441,548156,left
63,57,2311562,243003,64490,64561,37499,15508,23441,548156,left
63,57,2311562,243003,64490,64561,37499,15508,23441,548156,left
67,57,1865840,219205,72519,40578,49867,53669,23056,563506,left
67,57,1865840,219205,72519,40578,49867,53669,23056,563506,left
67,57,1865840,219205,72519,40578,49867,53669,23056,563506,left
67,57,1865840,219205,72519,40578,49867,53669,23056,563506,left
67,57,1865840,219205,72519,40578,49867,53669,23056,563506,left
67,57,1865840,219205,72519,40578,49867,53669,23056,563506,left
67,57,1865840,219205,72519,40578,49867,53669,23056,563506,left
67,57,1865840,219205,72519,40578,49867,53669,23056,563506,left
67,57,1865840,219205,72519,40578,49867,53669,23056,563506,left
67,57,1865840,219205,72519,40578,49867,53669,23056,563506,left
67,57,1865840,219205,72519,40578,49867,53669,23056,563506,left
67,57,1865840,219205,72519,40578,49867,53669,23056,563506,left
51,74,433677,13386,24289,2796,3074,10658,1513,176625,right
51,74,433677,13386,24289,2796,3074,10658,1513,176625,right
51,74,433677,13386,24289,2796,3074,10658,1513,176625,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
56,75,1079031,229110,90000,49155,8725,27758,7680,537470,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
44,88,816640,47857,71245,11238,25997,5843,4100,121352,right
57,100,679824,54951,9397,22250,9856,3727,5175,133524,right
57,100,679824,54951,9397,22250,9856,3727,5175,133524,right
57,100,679824,54951,9397,22250,9856,3727,5175,133524,right
57,100,679824,54951,9397,22250,9856,3727,5175,133524,right
57,100,679824,54951,9397,22250,9856,3727,5175,133524,right
57,100,679824,54951,9397,22250,9856,3727,5175,133524,right
57,100,679824,54951,9397,22250,9856,3727,5175,133524,right
57,100,679824,54951,9397,22250,9856,3727,5175,133524,right
57,100,679824,54951,9397,22250,9856,3727,5175,133524,right
57,100,679824,54951,9397,22250,9856,3727,5175,133524,right
57,100,679824,54951,9397,22250,9856,3727,5175,133524,right
57,100,679824,54951,9397,22250,9856,3727,5175,133524,right
57,100,679824,54951,9397,22250,9856,3727,5175,133524,right
57,100,679824,54951,9397,22250,9856,3727,5175,133524,right
57,100,679824,54951,9397,22250,9856,3727,5175,133524,right
57,100,679824,54951,9397,22250,9856,3727,5175,133524,right
57,100,679824,54951,9397,22250,9856,3727,5175,133524,right
57,100,679824,54951,9397,22250,9856,3727,5175,133524,right
57,100,679824,54951,9397,22250,9856,3727,5175,133524,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
44,91,88607,197525,18980,90887,30278,21856,10879,410585,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
47,90,188956,8299,2696,1698,2123,1104,1063,32457,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
41,75,690119,71349,18189,8543,19488,2789,3307,157178,right
57,81,85328,2414,1579,3772,2099,1773,514,29220,right
57,81,85328,2414,1579,3772,2099,1773,514,29220,right
57,81,85328,2414,1579,3772,2099,1773,514,29220,right
57,81,85328,2414,1579,3772,2099,1773,514,29220,right
57,81,85328,2414,1579,3772,2099,1773,514,29220,right
57,81,85328,2414,1579,3772,2099,1773,514,29220,right
57,81,85328,2414,1579,3772,2099,1773,514,29220,right
57,81,85328,2414,1579,3772,2099,1773,514,29220,right
57,81,85328,2414,1579,3772,2099,1773,514,29220,right
57,81,85328,2414,1579,3772,2099,1773,514,29220,right
57,81,85328,2414,1579,3772,2099,1773,514,29220,right
57,81,85328,2414,1579,3772,2099,1773,514,29220,right
57,81,85328,2414,1579,3772,2099,1773,514,29220,right
57,81,85328,2414,1579,3772,2099,1773,514,29220,right
57,81,85328,2414,1579,3772,2099,1773,514,29220,right
57,81,85328,2414,1579,3772,2099,1773,514,29220,right
57,81,85328,2414,1579,3772,2099,1773,514,29220,right
57,81,85328,2414,1579,3772,2099,1773,514,29220,right
57,81,85328,2414,1579,3772,2099,1773,514,29220,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
54,74,80052,97602,13243,9108,4866,6636,1938,151609,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
56,81,540741,19960,9824,21890,12314,5742,5910,146186,right
51,70,872396,199645,23853,5319,31911,3630,4664,121997,right
51,70,872396,199645,23853,5319,31911,3630,4664,121997,right
51,70,872396,199645,23853,5319,31911,3630,4664,121997,right
51,70,872396,199645,23853,5319,31911,3630,4664,121997,right
51,70,872396,199645,23853,5319,31911,3630,4664,121997,right
51,70,872396,199645,23853,5319,31911,3630,4664,121997,right
51,70,872396,199645,23853,5319,31911,3630,4664,121997,right
51,70,872396,199645,23853,5319,31911,3630,4664,121997,right
51,70,872396,199645,23853,5319,31911,3630,4664,121997,right
51,70,872396,199645,23853,5319,31911,3630,4664,121997,right
51,70,872396,199645,23853,5319,31911,3630,4664,121997,right
51,70,872396,199645,23853,5319,31911,3630,4664,121997,right
51,70,872396,199645,23853,5319,31911,3630,4664,121997,right
51,70,872396,199645,23853,5319,31911,3630,4664,121997,right
51,70,872396,199645,23853,5319,31911,3630,4664,121997,right
51,70,872396,199645,23853,5319,31911,3630,4664,121997,right
51,70,872396,199645,23853,5319,31911,3630,4664,121997,right
51,70,872396,199645,23853,5319,31911,3630,4664,121997,right
51,70,872396,199645,23853,5319,31911,3630,4664,121997,right
35,57,944835,99323,44768,27053,11616,3569,1834,144049,stop
35,57,944835,99323,44768,27053,11616,3569,1834,144049,stop
35,57,944835,99323,44768,27053,11616,3569,1834,144049,stop
35,57,944835,99323,44768,27053,11616,3569,1834,144049,stop
35,57,944835,99323,44768,27053,11616,3569,1834,144049,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,70,349376,147958,41905,28836,11965,3017,1792,115948,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
24,81,881723,49410,38593,16092,14175,5274,1980,100716,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
23,75,181899,53758,3317,3618,11454,5724,2441,142576,stop
41,63,109786,37125,8601,5039,21718,6371,2683,133417,stop
41,63,109786,37125,8601,5039,21718,6371,2683,133417,stop
41,63,109786,37125,8601,5039,21718,6371,2683,133417,stop
41,63,109786,37125,8601,5039,21718,6371,2683,133417,stop
41,63,109786,37125,8601,5039,21718,6371,2683,133417,stop
41,63,109786,37125,8601,5039,21718,6371,2683,133417,stop
41,63,109786,37125,8601,5039,21718,6371,2683,133417,stop
41,63,109786,37125,8601,5039,21718,6371,2683,133417,stop
41,63,109786,37125,8601,5039,21718,6371,2683,133417,stop
41,63,109786,37125,8601,5039,21718,6371,2683,133417,stop
41,63,109786,37125,8601,5039,21718,6371,2683,133417,stop
41,63,109786,37125,8601,5039,21718,6371,2683,133417,stop
41,63,109786,37125,8601,5039,21718,6371,2683,133417,stop
41,63,109786,37125,8601,5039,21718,6371,2683,133417,stop
41,63,109786,37125,8601,5039,21718,6371,2683,133417,stop
41,63,109786,37125,8601,5039,21718,6371,2683,133417,stop
41,63,109786,37125,8601,5039,21718,6371,2683,133417,stop
41,63,109786,37125,8601,5039,21718,6371,2683,133417,stop
41,63,109786,37125,8601,5039,21718,6371,2683,133417,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
63,64,201784,88145,29191,43345,27079,15455,8646,493638,stop
67,48,561283,168237,7826,28053,40998,16288,9412,456772,stop
67,48,561283,168237,7826,28053,40998,16288,9412,456772,stop
67,48,561283,168237,7826,28053,40998,16288,9412,456772,stop
67,48,561283,168237,7826,28053,40998,16288,9412,456772,stop
67,48,561283,168237,7826,28053,40998,16288,9412,456772,stop
67,48,561283,168237,7826,28053,40998,16288,9412,456772,stop
67,48,561283,168237,7826,28053,40998,16288,9412,456772,stop
67,48,561283,168237,7826,28053,40998,16288,9412,456772,stop
67,48,561283,168237,7826,28053,40998,16288,9412,456772,stop
67,48,561283,168237,7826,28053,40998,16288,9412,456772,stop
